Gene/Build	Transcript/Chr	Region	Amplicon	Start Pos	End Pos	Chromosome	GRCh37 Genomic ID	GRCh37 Genomic Start	GRCh37 Genomic End
MYH11	NM_001040113.1	Exon 30	30	c.3880-15	c.3984+15	16	NC_000016.9	15818864	15818730
MYH11	NM_001040113.1	Exon 31	31	c.3985-15	c.4137+15	16	NC_000016.9	15818671	15818489
MYH11	NM_001040113.1	Exon 32	32	c.4138-15	c.4386+15	16	NC_000016.9	15818281	15818003
MYH11	NM_001040113.1	Exon 33	33	c.4387-15	c.4599+15	16	NC_000016.9	15815506	15815264
MYH11	NM_001040113.1	Exon 34	34	c.4600-15	c.4812+15	16	NC_000016.9	15814923	15814681
MYH11	NM_001040113.1	Exon 35	35	c.4813-15	c.4974+15	16	NC_000016.9	15814184	15813993
MYH11	NM_001040113.1	Exon 36	36	c.4975-15	c.5103+15	16	NC_000016.9	15813585	15813427
MYH11	NM_001040113.1	Exon 37	37	c.5104-15	c.5192+15	16	NC_000016.9	15813180	15813062
MYH11	NM_001040113.1	Exon 38	38	c.5193-15	c.5316+15	16	NC_000016.9	15812310	15812157
MYH11	NM_001040113.1	Exon 39	39	c.5317-15	c.5525+15	16	NC_000016.9	15811220	15810982
MYH11	NM_001040113.1	Exon 40	40	c.5526-15	c.5634+15	16	NC_000016.9	15809144	15809006
MYH11	NM_001040113.1	Exon 41	41	c.5635-15	c.5807+15	16	NC_000016.9	15808953	15808751
MYH11	NM_001040113.1	Exon 42	42	c.5808-15	c.*8+7	16	NC_000016.9	15802713	15802653
MYH11	NM_001040114.1	Exon 42	42	c.5808-15	c.*15	16	NC_000016.9	15797995	15797833
MYH7	NM_000257.2	Exon 03	03	c.-8-7	c.201+15	14	NC_000014.8	23902956	23902726
MYH7	NM_000257.2	Exon 04	04	c.202-15	c.345+15	14	NC_000014.8	23902451	23902278
MYH7	NM_000257.2	Exon 05	05	c.346-15	c.502+15	14	NC_000014.8	23902019	23901833
MYH7	NM_000257.2	Exon 06	06	c.503-15	c.530+15	14	NC_000014.8	23901730	23901673
MYH7	NM_000257.2	Exon 07	07	c.531-15	c.639+15	14	NC_000014.8	23901093	23900955
MYH7	NM_000257.2	Exon 08	08	c.640-15	c.732+15	14	NC_000014.8	23900901	23900779
MYH7	NM_000257.2	Exon 09	09	c.733-15	c.796+15	14	NC_000014.8	23900705	23900612
MYH7	NM_000257.2	Exon 10	10	c.797-15	c.895+15	14	NC_000014.8	23900223	23900095
MYH7	NM_000257.2	Exon 11	11	c.896-15	c.999+15	14	NC_000014.8	23899887	23899754
MYH7	NM_000257.2	Exon 12	12	c.1000-15	c.1138+15	14	NC_000014.8	23899137	23898969
MYH7	NM_000257.2	Exon 13	13	c.1139-15	c.1257+15	14	NC_000014.8	23898571	23898423
MYH7	NM_000257.2	Exon 14	14	c.1258-15	c.1407+15	14	NC_000014.8	23898328	23898149
MYH7	NM_000257.2	Exon 15	15	c.1408-15	c.1578+15	14	NC_000014.8	23897894	23897694
MYH7	NM_000257.2	Exon 16	16	c.1579-15	c.1888+15	14	NC_000014.8	23897118	23896779
MYH7	NM_000257.2	Exon 17	17	c.1889-15	c.1956+15	14	NC_000014.8	23896531	23896434
MYH7	NM_000257.2	Exon 18	18	c.1957-15	c.2044+15	14	NC_000014.8	23896088	23895971
MYH7	NM_000257.2	Exon 19	19	c.2045-15	c.2162+15	14	NC_000014.8	23895305	23895158
MYH7	NM_000257.2	Exon 20	20	c.2163-15	c.2286+15	14	NC_000014.8	23895042	23894889
MYH7	NM_000257.2	Exon 21	21	c.2287-15	c.2423+15	14	NC_000014.8	23894642	23894476
MYH7	NM_000257.2	Exon 22	22	c.2424-15	c.2679+15	14	NC_000014.8	23894248	23893963
MYH7	NM_000257.2	Exon 23	23	c.2680-15	c.2922+15	14	NC_000014.8	23893373	23893101
MYH7	NM_000257.2	Exon 24	24	c.2923-15	c.3099+15	14	NC_000014.8	23892947	23892741
MYH7	NM_000257.2	Exon 25	25	c.3100-15	c.3245+15	14	NC_000014.8	23891549	23891374
MYH7	NM_000257.2	Exon 26	26	c.3246-15	c.3336+15	14	NC_000014.8	23890272	23890152
MYH7	NM_000257.2	Exon 27	27	c.3337-15	c.3726+15	14	NC_000014.8	23889458	23889039
MYH7	NM_000257.2	Exon 28	28	c.3727-15	c.3853+15	14	NC_000014.8	23888833	23888677
MYH7	NM_000257.2	Exon 29	29	c.3854-15	c.3972+15	14	NC_000014.8	23888519	23888371
MYH7	NM_000257.2	Exon 30	30	c.3973-15	c.4169+15	14	NC_000014.8	23887630	23887404
MYH7	NM_000257.2	Exon 31	31	c.4170-15	c.4353+15	14	NC_000014.8	23886910	23886697
MYH7	NM_000257.2	Exon 32	32	c.4354-15	c.4519+15	14	NC_000014.8	23886542	23886347
MYH7	NM_000257.2	Exon 33	33	c.4520-15	c.4644+15	14	NC_000014.8	23886216	23886062
MYH7	NM_000257.2	Exon 34	34	c.4645-15	c.4953+15	14	NC_000014.8	23885536	23885198
MYH7	NM_000257.2	Exon 35	35	c.4954-15	c.5157+15	14	NC_000014.8	23885056	23884823
MYH7	NM_000257.2	Exon 36	36	c.5158-15	c.5283+15	14	NC_000014.8	23884730	23884575
MYH7	NM_000257.2	Exon 37	37	c.5284-15	c.5559+15	14	NC_000014.8	23884494	23884189
MYH7	NM_000257.2	Exon 38	38	c.5560-15	c.5655+15	14	NC_000014.8	23883326	23883201
MYH7	NM_000257.2	Exon 39	39	c.5656-15	c.5790+15	14	NC_000014.8	23883117	23882953
MYH7	NM_000257.2	Exon 40	40	c.5791-15	c.*15	14	NC_000014.8	23882095	23882048
MYL2	NM_000432.3	Exon 01	01	c.-15	c.3+15	12	NC_000012.11	111358348	111358316
MYL2	NM_000432.3	Exon 02	02	c.4-15	c.93+15	12	NC_000012.11	111357012	111356893
MYL2	NM_000432.3	Exon 03	03	c.94-15	c.169+15	12	NC_000012.11	111353609	111353504
MYL2	NM_000432.3	Exon 04	04	c.170-15	c.274+15	12	NC_000012.11	111352109	111351975
MYL2	NM_000432.3	Exon 05	05	c.275-15	c.353+15	12	NC_000012.11	111351143	111351035
MYL2	NM_000432.3	Exon 06	06	c.354-15	c.402+15	12	NC_000012.11	111350963	111350885
MYL2	NM_000432.3	Exon 07	07	c.403-15	c.*15	12	NC_000012.11	111348994	111348866
MYL3	NM_000258.2	Exon 01	01	c.-15	c.129+15	3	NC_000003.11	46904895	46904737
MYL3	NM_000258.2	Exon 02	02	c.130-15	c.157+15	3	NC_000003.11	46902492	46902435
MYL3	NM_000258.2	Exon 03	03	c.158-15	c.307+15	3	NC_000003.11	46902330	46902151
MYL3	NM_000258.2	Exon 04	04	c.308-15	c.481+15	3	NC_000003.11	46901153	46900950
MYL3	NM_000258.2	Exon 05	05	c.482-15	c.559+15	3	NC_000003.11	46899966	46899859
MYL3	NM_000258.2	Exon 06	06	c.560-15	c.*13+2	3	NC_000003.11	46899777	46899719
MYLK	NM_053025.3	Exon 04	04	c.-3-12	c.165+15	3	NC_000003.11	123512703	123512509
MYLK	NM_053025.3	Exon 05	05	c.166-15	c.373+15	3	NC_000003.11	123471400	123471163
MYLK	NM_053025.3	Exon 06	06	c.374-15	c.422+15	3	NC_000003.11	123458863	123458785
MYLK	NM_053025.3	Exon 07	07	c.423-15	c.588+15	3	NC_000003.11	123457924	123457729
MYLK	NM_053025.3	Exon 08	08	c.589-15	c.754+15	3	NC_000003.11	123456405	123456210
MYLK	NM_053025.3	Exon 09	09	c.755-15	c.773+15	3	NC_000003.11	123454278	123454230
MYLK	NM_053025.3	Exon 10	10	c.774-15	c.1309+15	3	NC_000003.11	123453084	123452519
MYLK	NM_053025.3	Exon 11	11	c.1310-15	c.1516+15	3	NC_000003.11	123451964	123451728
MYLK	NM_053025.3	Exon 12	12	c.1517-15	c.1651+15	3	NC_000003.11	123444940	123444776
MYLK	NM_053025.3	Exon 13	13	c.1652-15	c.1804+15	3	NC_000003.11	123441142	123440960
MYLK	NM_053025.3	Exon 14	14	c.1805-15	c.1942+15	3	NC_000003.11	123428755	123428588
MYLK	NM_053025.3	Exon 15	15	c.1943-15	c.2140+15	3	NC_000003.11	123427757	123427530
MYLK	NM_053025.3	Exon 16	16	c.2141-15	c.2390+15	3	NC_000003.11	123426865	123426586
MYLK	NM_053025.3	Exon 17	17	c.2391-15	c.2462+15	3	NC_000003.11	123420371	123420270
MYLK	NM_053025.3	Exon 18	18	c.2463-15	c.3448+15	3	NC_000003.11	123419867	123418852
MYLK	NM_053025.3	Exon 19	19	c.3449-15	c.3565+15	3	NC_000003.11	123411713	123411567
MYLK	NM_053025.3	Exon 20	20	c.3566-15	c.3652+15	3	NC_000003.11	123401172	123401056
MYLK	NM_053025.3	Exon 21	21	c.3653-15	c.3703+15	3	NC_000003.11	123386049	123385969
MYLK	NM_053025.3	Exon 22	22	c.3704-15	c.3831+15	3	NC_000003.11	123385208	123385051
MYLK	NM_053025.3	Exon 23	23	c.3832-15	c.3985+15	3	NC_000003.11	123383120	123382937
MYLK	NM_053025.3	Exon 24	24	c.3986-15	c.4288+15	3	NC_000003.11	123376290	123375958
MYLK	NM_053025.3	Exon 25	25	c.4289-15	c.4321+15	3	NC_000003.11	123368056	123367994
MYLK	NM_053025.3	Exon 26	26	c.4322-15	c.4415+15	3	NC_000003.11	123367926	123367803
MYLK	NM_053025.3	Exon 27	27	c.4416-15	c.4619+15	3	NC_000003.11	123366289	123366056
MYLK	NM_053025.3	Exon 28	28	c.4620-15	c.4837+15	3	NC_000003.11	123359366	123359119
MYLK	NM_053025.3	Exon 29	29	c.4838-15	c.4961+15	3	NC_000003.11	123357056	123356903
MYLK	NM_053025.3	Exon 30	30	c.4962-15	c.5114+15	3	NC_000003.11	123348488	123348306
MYLK	NM_053025.3	Exon 31	31	c.5115-15	c.5238+15	3	NC_000003.11	123345803	123345650
MYLK	NM_053025.3	Exon 32	32	c.5239-15	c.5265	3	NC_000003.11	123339198	123339157
MYLK	NM_053025.3	Exon 33	33	c.5369-15	c.5500+15	3	NC_000003.11	123337632	123337471
MYLK	NM_053025.3	Exon 34	34	c.5501-15	c.*15	3	NC_000003.11	123333211	123332937
MYLK	NM_053031.2	Exon 01	01	c.-15	c.88+15	3	NC_000003.11	123339156	123339039
NF2	NM_000268.3	Exon 16B	16B	c.1738-15	c.*15	22	NC_000022.10	30090726	30090806
NF2	NM_016418.5	Exon 01	01	c.-15	c.114+15	22	NC_000022.10	29999973	30000116
NF2	NM_016418.5	Exon 02	02	c.115-15	c.240+15	22	NC_000022.10	30032725	30032880
NF2	NM_016418.5	Exon 03	03	c.241-15	c.363+15	22	NC_000022.10	30035064	30035216
NF2	NM_016418.5	Exon 04	04	c.364-15	c.447+15	22	NC_000022.10	30038176	30038289
NF2	NM_016418.5	Exon 05	05	c.448-15	c.516+15	22	NC_000022.10	30050631	30050729
NF2	NM_016418.5	Exon 06	06	c.517-15	c.599+15	22	NC_000022.10	30051568	30051680
NF2	NM_016418.5	Exon 07	07	c.600-15	c.675+15	22	NC_000022.10	30054163	30054268
NF2	NM_016418.5	Exon 08	08	c.676-15	c.810+15	22	NC_000022.10	30057179	30057343
NF2	NM_016418.5	Exon 09	09	c.811-15	c.885+15	22	NC_000022.10	30060964	30061068
NF2	NM_016418.5	Exon 10	10	c.886-15	c.999+15	22	NC_000022.10	30064307	30064450
NF2	NM_016418.5	Exon 11	11	c.1000-15	c.1122+15	22	NC_000022.10	30067800	30067952
NF2	NM_016418.5	Exon 12	12	c.1123-15	c.1340+15	22	NC_000022.10	30069243	30069490
NF2	NM_016418.5	Exon 13	13	c.1341-15	c.1446+15	22	NC_000022.10	30070810	30070945
NF2	NM_016418.5	Exon 14	14	c.1447-15	c.1574+15	22	NC_000022.10	30074170	30074327
NF2	NM_016418.5	Exon 15	15	c.1575-15	c.1737+15	22	NC_000022.10	30077413	30077605
NF2	NM_181825.2	Exon 16C	16C	c.1738-15	c.*15	22	NC_000022.10	30078994	30079059
NTRK1	NM_001007792.1	Exon 01A	01A	c.-15	c.9+15	1	NC_000001.10	156785607	156785645
NTRK1	NM_001007792.1	Exon 02A	02A	c.10-15	c.122+15	1	NC_000001.10	156811858	156812000
NTRK1	NM_002529.3	Exon 01	01	c.-15	c.212+15	1	NC_000001.10	156830712	156830953
NTRK1	NM_002529.3	Exon 02	02	c.213-15	c.287+15	1	NC_000001.10	156834131	156834235
NTRK1	NM_002529.3	Exon 03	03	c.288-15	c.359+15	1	NC_000001.10	156834505	156834606
NTRK1	NM_002529.3	Exon 04	04	c.360-15	c.428+15	1	NC_000001.10	156836687	156836785
NTRK1	NM_002529.3	Exon 05	05	c.429-15	c.574+15	1	NC_000001.10	156837881	156838056
NTRK1	NM_002529.3	Exon 06	06	c.575-15	c.717+15	1	NC_000001.10	156838282	156838454
NTRK1	NM_002529.3	Exon 07	07	c.718-15	c.850+15	1	NC_000001.10	156841400	156841562
NTRK1	NM_002529.3	Exon 08	08	c.851-15	c.1177+15	1	NC_000001.10	156843410	156843766
NTRK1	NM_002529.3	Exon 09	09	c.1178-15	c.1195+15	1	NC_000001.10	156844160	156844207
NTRK1	NM_002529.3	Exon 10	10	c.1196-15	c.1251+15	1	NC_000001.10	156844348	156844433
NTRK1	NM_002529.3	Exon 11	11	c.1252-15	c.1354+15	1	NC_000001.10	156844683	156844815
NTRK1	NM_002529.3	Exon 12	12	c.1355-15	c.1501+15	1	NC_000001.10	156845297	156845473
NTRK1	NM_002529.3	Exon 13	13	c.1502-15	c.1632+15	1	NC_000001.10	156845857	156846017
NTRK1	NM_002529.3	Exon 14	14	c.1633-15	c.1805+15	1	NC_000001.10	156846177	156846379
NTRK1	NM_002529.3	Exon 15	15	c.1806-15	c.2046+15	1	NC_000001.10	156848899	156849169
NTRK1	NM_002529.3	Exon 16	16	c.2047-15	c.2205+15	1	NC_000001.10	156849776	156849964
NTRK1	NM_002529.3	Exon 17	17	c.2206-15	c.*15	1	NC_000001.10	156851234	156851449
PCSK9	NM_174936.3	Exon 01	01	c.-15	c.207+15	1	NC_000001.10	55505496	55505732
PCSK9	NM_174936.3	Exon 02	02	c.208-15	c.399+15	1	NC_000001.10	55509501	55509722
PCSK9	NM_174936.3	Exon 03	03	c.400-15	c.523+15	1	NC_000001.10	55512181	55512334
PCSK9	NM_174936.3	Exon 04	04	c.524-15	c.657+15	1	NC_000001.10	55517936	55518099
PCSK9	NM_174936.3	Exon 05	05	c.658-15	c.799+15	1	NC_000001.10	55518308	55518479
PCSK9	NM_174936.3	Exon 06	06	c.800-15	c.996+15	1	NC_000001.10	55521651	55521877
PCSK9	NM_174936.3	Exon 07	07	c.997-15	c.1180+15	1	NC_000001.10	55522989	55523202
PCSK9	NM_174936.3	Exon 08	08	c.1181-15	c.1354+15	1	NC_000001.10	55523694	55523897
PCSK9	NM_174936.3	Exon 09	09	c.1355-15	c.1503+15	1	NC_000001.10	55524157	55524335
PCSK9	NM_174936.3	Exon 10	10	c.1504-15	c.1681+15	1	NC_000001.10	55525144	55525351
PCSK9	NM_174936.3	Exon 11	11	c.1682-15	c.1863+15	1	NC_000001.10	55527033	55527244
PCSK9	NM_174936.3	Exon 12	12	c.1864-15	c.*15	1	NC_000001.10	55529027	55529272
PKP2	NM_004572.3	Exon 01	01	c.-15	c.223+15	12	NC_000012.11	33049680	33049428
PKP2	NM_004572.3	Exon 02	02	c.224-15	c.336+15	12	NC_000012.11	33031981	33031839
PKP2	NM_004572.3	Exon 03	03	c.337-15	c.1034+15	12	NC_000012.11	33031492	33030765
PKP2	NM_004572.3	Exon 04	04	c.1035-15	c.1170+15	12	NC_000012.11	33022011	33021846
PKP2	NM_004572.3	Exon 05	05	c.1171-15	c.1378+15	12	NC_000012.11	33003922	33003685
PKP2	NM_004572.3	Exon 06	06	c.1379-15	c.1510+15	12	NC_000012.11	32996262	32996101
PKP2	NM_004572.3	Exon 07	07	c.1511-15	c.1688+15	12	NC_000012.11	32994154	32993947
PKP2	NM_004572.3	Exon 08	08	c.1689-15	c.1806+15	12	NC_000012.11	32977111	32976964
PKP2	NM_004572.3	Exon 09	09	c.1807-15	c.1971+15	12	NC_000012.11	32975580	32975386
PKP2	NM_004572.3	Exon 10	10	c.1972-15	c.2145+15	12	NC_000012.11	32974478	32974275
PKP2	NM_004572.3	Exon 11	11	c.2146-15	c.2299+15	12	NC_000012.11	32955505	32955322
PKP2	NM_004572.3	Exon 12	12	c.2300-15	c.2489+15	12	NC_000012.11	32949247	32949028
PKP2	NM_004572.3	Exon 13	13	c.2490-15	c.2577+15	12	NC_000012.11	32945680	32945563
PKP2	NM_004572.3	Exon 14	14	c.2578-15	c.*15	12	NC_000012.11	32945441	32945343
PMS2	NM_000535.5	Exon 01	01	c.-15	c.23+15	7	NC_000007.13	6048665	6048613
PMS2	NM_000535.5	Exon 02	02	c.24-15	c.163+15	7	NC_000007.13	6045677	6045508
PMS2	NM_000535.5	Exon 03	03	c.164-15	c.250+15	7	NC_000007.13	6043704	6043588
PMS2	NM_000535.5	Exon 04	04	c.251-15	c.353+15	7	NC_000007.13	6043438	6043306
PMS2	NM_000535.5	Exon 05	05	c.354-15	c.537+15	7	NC_000007.13	6042282	6042069
PMS2	NM_000535.5	Exon 06	06	c.538-15	c.705+15	7	NC_000007.13	6038921	6038724
PMS2	NM_000535.5	Exon 07	07	c.706-15	c.803+15	7	NC_000007.13	6037069	6036942
PMS2	NM_000535.5	Exon 08	08	c.804-15	c.903+15	7	NC_000007.13	6035279	6035150
PMS2	NM_000535.5	Exon 09	09	c.904-15	c.988+15	7	NC_000007.13	6031703	6031589
PMS2	NM_000535.5	Exon 10	10	c.989-15	c.1144+15	7	NC_000007.13	6029601	6029416
PMS2	NM_000535.5	Exon 11	11	c.1145-15	c.2006+15	7	NC_000007.13	6027266	6026375
PMS2	NM_000535.5	Exon 12	12	c.2007-15	c.2174+15	7	NC_000007.13	6022637	6022440
PMS2	NM_000535.5	Exon 13	13	c.2175-15	c.2275+15	7	NC_000007.13	6018342	6018212
PMS2	NM_000535.5	Exon 14	14	c.2276-15	c.2445+15	7	NC_000007.13	6017403	6017204
PMS2	NM_000535.5	Exon 15	15	c.2446-15	c.*15	7	NC_000007.13	6013188	6013015
PMS2	NR_003085.2	Exon 01A	01A	c.-15	c.72	7	NC_000007.13	6048752	6048666
PMS2	NR_003085.2	Exon 15A	15A	c.2687	c.*15	7	NC_000007.13	6013014	6012855
PRKAG2	NM_016203.3	Exon 01	01	c.-15	c.114+15	7	NC_000007.13	151573720	151573577
PRKAG2	NM_016203.3	Exon 02	02	c.115-15	c.186+15	7	NC_000007.13	151483642	151483541
PRKAG2	NM_016203.3	Exon 03	03	c.187-15	c.466+15	7	NC_000007.13	151478532	151478223
PRKAG2	NM_016203.3	Exon 04	04	c.467-15	c.684+15	7	NC_000007.13	151372738	151372491
PRKAG2	NM_016203.3	Exon 05	05	c.685-15	c.754+15	7	NC_000007.13	151329239	151329140
PRKAG2	NM_016203.3	Exon 06	06	c.755-15	c.864+15	7	NC_000007.13	151292555	151292416
PRKAG2	NM_016203.3	Exon 07	07	c.865-15	c.946+15	7	NC_000007.13	151273553	151273442
PRKAG2	NM_016203.3	Exon 08	08	c.947-15	c.1005+15	7	NC_000007.13	151272050	151271962
PRKAG2	NM_016203.3	Exon 09	09	c.1006-15	c.1051+15	7	NC_000007.13	151269810	151269735
PRKAG2	NM_016203.3	Exon 10	10	c.1052-15	c.1106+15	7	NC_000007.13	151267326	151267242
PRKAG2	NM_016203.3	Exon 11	11	c.1107-15	c.1233+15	7	NC_000007.13	151265943	151265787
PRKAG2	NM_016203.3	Exon 12	12	c.1234-15	c.1399+15	7	NC_000007.13	151262986	151262791
PRKAG2	NM_016203.3	Exon 13	13	c.1400-15	c.1437+15	7	NC_000007.13	151262484	151262417
PRKAG2	NM_016203.3	Exon 14	14	c.1438-15	c.1584+15	7	NC_000007.13	151261325	151261149
PRKAG2	NM_016203.3	Exon 15	15	c.1585-15	c.1678+15	7	NC_000007.13	151257718	151257595
PRKAG2	NM_016203.3	Exon 16	16	c.1679-15	c.*15	7	NC_000007.13	151254333	151254272
PTEN	NM_000314.4	Exon 01	01	c.-15	c.79+15	10	NC_000010.10	89624212	89624320
PTEN	NM_000314.4	Exon 02	02	c.80-15	c.164+15	10	NC_000010.10	89653767	89653881
PTEN	NM_000314.4	Exon 03	03	c.165-15	c.209+15	10	NC_000010.10	89685255	89685329
PTEN	NM_000314.4	Exon 04	04	c.210-15	c.253+15	10	NC_000010.10	89690788	89690861
PTEN	NM_000314.4	Exon 05	05	c.254-15	c.492+15	10	NC_000010.10	89692755	89693023
PTEN	NM_000314.4	Exon 06	06	c.493-15	c.634+15	10	NC_000010.10	89711860	89712031
PTEN	NM_000314.4	Exon 07	07	c.635-15	c.801+15	10	NC_000010.10	89717595	89717791
PTEN	NM_000314.4	Exon 08	08	c.802-15	c.1026+15	10	NC_000010.10	89720636	89720890
PTEN	NM_000314.4	Exon 09	09	c.1027-15	c.*15	10	NC_000010.10	89725029	89725244
RB1	NM_000321.2	Exon 01	01	c.-15	c.137+15	13	NC_000013.10	48878034	48878200
RB1	NM_000321.2	Exon 02	02	c.138-15	c.264+15	13	NC_000013.10	48881401	48881557
RB1	NM_000321.2	Exon 03	03	c.265-15	c.380+15	13	NC_000013.10	48916720	48916865
RB1	NM_000321.2	Exon 04	04	c.381-15	c.500+15	13	NC_000013.10	48919201	48919350
RB1	NM_000321.2	Exon 05	05	c.501-15	c.539+15	13	NC_000013.10	48921946	48922014
RB1	NM_000321.2	Exon 06	06	c.540-15	c.607+15	13	NC_000013.10	48923077	48923174
RB1	NM_000321.2	Exon 07	07	c.608-15	c.718+15	13	NC_000013.10	48934138	48934278
RB1	NM_000321.2	Exon 08	08	c.719-15	c.861+15	13	NC_000013.10	48936936	48937108
RB1	NM_000321.2	Exon 09	09	c.862-15	c.939+15	13	NC_000013.10	48939015	48939122
RB1	NM_000321.2	Exon 10	10	c.940-15	c.1049+15	13	NC_000013.10	48941615	48941754
RB1	NM_000321.2	Exon 11	11	c.1050-15	c.1127+15	13	NC_000013.10	48942648	48942755
RB1	NM_000321.2	Exon 12	12	c.1128-15	c.1215+15	13	NC_000013.10	48947526	48947643
RB1	NM_000321.2	Exon 13	13	c.1216-15	c.1332+15	13	NC_000013.10	48951039	48951185
RB1	NM_000321.2	Exon 14	14	c.1333-15	c.1389+15	13	NC_000013.10	48953715	48953801
RB1	NM_000321.2	Exon 15	15	c.1390-15	c.1421+15	13	NC_000013.10	48954174	48954235
RB1	NM_000321.2	Exon 16	16	c.1422-15	c.1498+15	13	NC_000013.10	48954286	48954392
RB1	NM_000321.2	Exon 17	17	c.1499-15	c.1695+15	13	NC_000013.10	48955368	48955594
RB1	NM_000321.2	Exon 18	18	c.1696-15	c.1814+15	13	NC_000013.10	49027114	49027262
RB1	NM_000321.2	Exon 19	19	c.1815-15	c.1960+15	13	NC_000013.10	49030325	49030500
RB1	NM_000321.2	Exon 20	20	c.1961-15	c.2106+15	13	NC_000013.10	49033809	49033984
RB1	NM_000321.2	Exon 21	21	c.2107-15	c.2211+15	13	NC_000013.10	49037852	49037986
RB1	NM_000321.2	Exon 22	22	c.2212-15	c.2325+15	13	NC_000013.10	49039119	49039262
RB1	NM_000321.2	Exon 23	23	c.2326-15	c.2489+15	13	NC_000013.10	49039326	49039519
RB1	NM_000321.2	Exon 24	24	c.2490-15	c.2520+15	13	NC_000013.10	49047481	49047541
RB1	NM_000321.2	Exon 25	25	c.2521-15	c.2663+15	13	NC_000013.10	49050822	49050994
RB1	NM_000321.2	Exon 26	26	c.2664-15	c.2713+15	13	NC_000013.10	49051476	49051555
RB1	NM_000321.2	Exon 27	27	c.2714-15	c.*15	13	NC_000013.10	49054119	49054222
RET	NM_020630.4	Exon 19A	19A	c.3040-15	c.*15	10	NC_000010.10	43622008	43622217
RET	NM_020975.4	Exon 01	01	c.-15	c.73+15	10	NC_000010.10	43572692	43572794
RET	NM_020975.4	Exon 02	02	c.74-15	c.337+15	10	NC_000010.10	43595892	43596185
RET	NM_020975.4	Exon 03	03	c.338-15	c.625+15	10	NC_000010.10	43597775	43598092
RET	NM_020975.4	Exon 04	04	c.626-15	c.867+15	10	NC_000010.10	43600385	43600656
RET	NM_020975.4	Exon 05	05	c.868-15	c.1063+15	10	NC_000010.10	43601809	43602034
RET	NM_020975.4	Exon 06	06	c.1064-15	c.1263+15	10	NC_000010.10	43604464	43604693
RET	NM_020975.4	Exon 07	07	c.1264-15	c.1522+15	10	NC_000010.10	43606640	43606928
RET	NM_020975.4	Exon 08	08	c.1523-15	c.1648+15	10	NC_000010.10	43607532	43607687
RET	NM_020975.4	Exon 09	09	c.1649-15	c.1759+15	10	NC_000010.10	43608286	43608426
RET	NM_020975.4	Exon 10	10	c.1760-15	c.1879+15	10	NC_000010.10	43608989	43609138
RET	NM_020975.4	Exon 11	11	c.1880-15	c.2136+15	10	NC_000010.10	43609913	43610199
RET	NM_020975.4	Exon 12	12	c.2137-15	c.2284+15	10	NC_000010.10	43612017	43612194
RET	NM_020975.4	Exon 13	13	c.2285-15	c.2392+15	10	NC_000010.10	43613806	43613943
RET	NM_020975.4	Exon 14	14	c.2393-15	c.2607+15	10	NC_000010.10	43614964	43615208
RET	NM_020975.4	Exon 15	15	c.2608-15	c.2730+15	10	NC_000010.10	43615514	43615666
RET	NM_020975.4	Exon 16	16	c.2731-15	c.2801+15	10	NC_000010.10	43617379	43617479
RET	NM_020975.4	Exon 17	17	c.2802-15	c.2939+15	10	NC_000010.10	43619104	43619271
RET	NM_020975.4	Exon 18	18	c.2940-15	c.3039+15	10	NC_000010.10	43620316	43620445
RET	NM_020975.4	Exon 20	20	c.3188-15	c.*15	10	NC_000010.10	43623545	43623732
RYR1	NM_000540.2	Exon 01	01	c.-15	c.45+15	19	NC_000019.9	38924455	38924529
RYR1	NM_000540.2	Exon 02	02	c.46-15	c.165+15	19	NC_000019.9	38931370	38931519
RYR1	NM_000540.2	Exon 03	03	c.166-15	c.270+15	19	NC_000019.9	38932974	38933108
RYR1	NM_000540.2	Exon 04	04	c.271-15	c.345+15	19	NC_000019.9	38934183	38934287
RYR1	NM_000540.2	Exon 05	05	c.346-15	c.424+15	19	NC_000019.9	38934343	38934451
RYR1	NM_000540.2	Exon 06	06	c.425-15	c.537+15	19	NC_000019.9	38934774	38934916
RYR1	NM_000540.2	Exon 07	07	c.538-15	c.631+15	19	NC_000019.9	38935209	38935332
RYR1	NM_000540.2	Exon 08	08	c.632-15	c.725+15	19	NC_000019.9	38937097	38937220
RYR1	NM_000540.2	Exon 09	09	c.726-15	c.800+15	19	NC_000019.9	38937319	38937423
RYR1	NM_000540.2	Exon 10	10	c.801-15	c.957+15	19	NC_000019.9	38938980	38939166
RYR1	NM_000540.2	Exon 100	100	c.14365-15	c.14511+15	19	NC_000019.9	39070607	39070783
RYR1	NM_000540.2	Exon 101	101	c.14512-15	c.14646+15	19	NC_000019.9	39070995	39071159
RYR1	NM_000540.2	Exon 102	102	c.14647-15	c.14803+15	19	NC_000019.9	39075568	39075754
RYR1	NM_000540.2	Exon 103	103	c.14804-15	c.14868+15	19	NC_000019.9	39076563	39076657
RYR1	NM_000540.2	Exon 104	104	c.14869-15	c.14969+15	19	NC_000019.9	39076716	39076846
RYR1	NM_000540.2	Exon 105	105	c.14970-15	c.15021+15	19	NC_000019.9	39077150	39077231
RYR1	NM_000540.2	Exon 106	106	c.15022-15	c.*15	19	NC_000019.9	39077950	39078075
RYR1	NM_000540.2	Exon 11	11	c.958-15	c.1122+15	19	NC_000019.9	38939274	38939468
RYR1	NM_000540.2	Exon 12	12	c.1123-15	c.1244+15	19	NC_000019.9	38942389	38942540
